Country,Place of birth,Gender,Rate,Year,Unit,Value
Estonia,Foreign-born,Women,Unemployment rate,2010,Percentage,22.2
Estonia,Foreign-born,Women,Unemployment rate,2011,Percentage,18.1
Estonia,Foreign-born,Women,Unemployment rate,2012,Percentage,11.2
Estonia,Foreign-born,Women,Unemployment rate,2013,Percentage,10.8
Estonia,Foreign-born,Women,Unemployment rate,2014,Percentage,9.7
Estonia,Foreign-born,Women,Unemployment rate,2015,Percentage,8.6
Estonia,Foreign-born,Women,Unemployment rate,2016,Percentage,8.3
Estonia,Foreign-born,Women,Unemployment rate,2017,Percentage,6.1
Estonia,Foreign-born,Women,Unemployment rate,2018,Percentage,7.9
Estonia,Foreign-born,Women,Unemployment rate,2019,Percentage,6.7
Estonia,Foreign-born,Women,Unemployment rate,2020,Percentage,8.4
Estonia,Foreign-born,Women,Unemployment rate,2021,Percentage,11.7
Estonia,Foreign-born,Women,Participation rate,2000,Percentage,64.5
Estonia,Foreign-born,Women,Participation rate,2001,Percentage,66.1
Estonia,Foreign-born,Women,Participation rate,2002,Percentage,66.8
Estonia,Foreign-born,Women,Participation rate,2003,Percentage,67.8
Estonia,Foreign-born,Women,Participation rate,2004,Percentage,73.9
Estonia,Foreign-born,Women,Participation rate,2005,Percentage,74.0
Estonia,Foreign-born,Women,Participation rate,2006,Percentage,74.5
Estonia,Foreign-born,Women,Participation rate,2007,Percentage,75.2
Estonia,Foreign-born,Women,Participation rate,2008,Percentage,74.8
Estonia,Foreign-born,Women,Participation rate,2009,Percentage,76.4
Estonia,Foreign-born,Women,Participation rate,2010,Percentage,74.2
Estonia,Foreign-born,Women,Participation rate,2011,Percentage,71.8
Estonia,Foreign-born,Women,Participation rate,2012,Percentage,72.5
Estonia,Foreign-born,Women,Participation rate,2013,Percentage,73.9
Estonia,Foreign-born,Women,Participation rate,2014,Percentage,69.3
Estonia,Foreign-born,Women,Participation rate,2015,Percentage,71.6
Estonia,Foreign-born,Women,Participation rate,2016,Percentage,71.9
Estonia,Foreign-born,Women,Participation rate,2017,Percentage,70.5
Estonia,Foreign-born,Women,Participation rate,2018,Percentage,72.2
Estonia,Foreign-born,Women,Participation rate,2019,Percentage,76.2
Estonia,Foreign-born,Women,Participation rate,2020,Percentage,80.0
Estonia,Foreign-born,Women,Participation rate,2021,Percentage,73.4
Estonia,Foreign-born,Total,Employment rate,2000,Percentage,63.0
Estonia,Foreign-born,Total,Employment rate,2001,Percentage,62.5
Estonia,Foreign-born,Total,Employment rate,2002,Percentage,63.2
Estonia,Foreign-born,Total,Employment rate,2003,Percentage,63.5
Estonia,Foreign-born,Total,Employment rate,2004,Percentage,66.6
Estonia,Foreign-born,Total,Employment rate,2005,Percentage,68.9
Estonia,Foreign-born,Total,Employment rate,2006,Percentage,71.8
Estonia,Foreign-born,Total,Employment rate,2007,Percentage,74.2
Estonia,Foreign-born,Total,Employment rate,2008,Percentage,74.8
Estonia,Foreign-born,Total,Employment rate,2009,Percentage,67.8
Estonia,Foreign-born,Total,Employment rate,2010,Percentage,59.1
Estonia,Foreign-born,Total,Employment rate,2011,Percentage,63.6
Estonia,Foreign-born,Total,Employment rate,2012,Percentage,67.2
Estonia,Foreign-born,Total,Employment rate,2013,Percentage,68.4
Estonia,Foreign-born,Total,Employment rate,2014,Percentage,68.0
Estonia,Foreign-born,Total,Employment rate,2015,Percentage,70.2
Estonia,Foreign-born,Total,Employment rate,2016,Percentage,70.8
Estonia,Foreign-born,Total,Employment rate,2017,Percentage,71.7
Estonia,Foreign-born,Total,Employment rate,2018,Percentage,70.1
Estonia,Foreign-born,Total,Employment rate,2019,Percentage,74.6
Estonia,Foreign-born,Total,Employment rate,2020,Percentage,74.8
Estonia,Foreign-born,Total,Employment rate,2021,Percentage,71.2
Estonia,Foreign-born,Total,Unemployment rate,2000,Percentage,12.2
Estonia,Foreign-born,Total,Unemployment rate,2001,Percentage,13.8
Estonia,Foreign-born,Total,Unemployment rate,2002,Percentage,13.0
Estonia,Foreign-born,Total,Unemployment rate,2003,Percentage,13.7
Estonia,Foreign-born,Total,Unemployment rate,2004,Percentage,12.4
Estonia,Foreign-born,Total,Unemployment rate,2005,Percentage,10.5
Estonia,Foreign-born,Total,Unemployment rate,2006,Percentage,7.8
Estonia,Foreign-born,Total,Unemployment rate,2007,Percentage,5.7
Estonia,Foreign-born,Total,Unemployment rate,2008,Percentage,6.0
Estonia,Foreign-born,Total,Unemployment rate,2009,Percentage,14.8
Estonia,Foreign-born,Total,Unemployment rate,2010,Percentage,22.8
Estonia,Foreign-born,Total,Unemployment rate,2011,Percentage,16.9
Estonia,Foreign-born,Total,Unemployment rate,2012,Percentage,12.9
Estonia,Foreign-born,Total,Unemployment rate,2013,Percentage,11.0
Estonia,Foreign-born,Total,Unemployment rate,2014,Percentage,9.3
Estonia,Foreign-born,Total,Unemployment rate,2015,Percentage,7.8
Estonia,Foreign-born,Total,Unemployment rate,2016,Percentage,9.0
Estonia,Foreign-born,Total,Unemployment rate,2017,Percentage,6.4
Estonia,Foreign-born,Total,Unemployment rate,2018,Percentage,7.9
Estonia,Foreign-born,Total,Unemployment rate,2019,Percentage,6.2
Estonia,Foreign-born,Total,Unemployment rate,2020,Percentage,7.8
Estonia,Foreign-born,Total,Unemployment rate,2021,Percentage,9.7
Estonia,Foreign-born,Total,Participation rate,2000,Percentage,71.8
Estonia,Foreign-born,Total,Participation rate,2001,Percentage,72.5
Estonia,Foreign-born,Total,Participation rate,2002,Percentage,72.7
Estonia,Foreign-born,Total,Participation rate,2003,Percentage,73.6
Estonia,Foreign-born,Total,Participation rate,2004,Percentage,76.0
Estonia,Foreign-born,Total,Participation rate,2005,Percentage,76.9
Estonia,Foreign-born,Total,Participation rate,2006,Percentage,77.9
Estonia,Foreign-born,Total,Participation rate,2007,Percentage,78.8
Estonia,Foreign-born,Total,Participation rate,2008,Percentage,79.6
Estonia,Foreign-born,Total,Participation rate,2009,Percentage,79.6
Estonia,Foreign-born,Total,Participation rate,2010,Percentage,76.6
Estonia,Foreign-born,Total,Participation rate,2011,Percentage,76.5
Estonia,Foreign-born,Total,Participation rate,2012,Percentage,77.2
Estonia,Foreign-born,Total,Participation rate,2013,Percentage,76.9
Estonia,Foreign-born,Total,Participation rate,2014,Percentage,74.9
Estonia,Foreign-born,Total,Participation rate,2015,Percentage,76.2
Estonia,Foreign-born,Total,Participation rate,2016,Percentage,77.8
Estonia,Foreign-born,Total,Participation rate,2017,Percentage,76.6
Estonia,Foreign-born,Total,Participation rate,2018,Percentage,76.1
Estonia,Foreign-born,Total,Participation rate,2019,Percentage,79.6
Estonia,Foreign-born,Total,Participation rate,2020,Percentage,81.6
Estonia,Foreign-born,Total,Participation rate,2021,Percentage,78.8
Israel,Foreign-born,Men,Employment rate,2012,Percentage,78.0
Israel,Foreign-born,Men,Employment rate,2013,Percentage,78.6
Israel,Foreign-born,Men,Employment rate,2014,Percentage,79.5
Israel,Foreign-born,Men,Employment rate,2015,Percentage,80.1
Israel,Foreign-born,Men,Employment rate,2016,Percentage,80.3
Israel,Foreign-born,Men,Employment rate,2017,Percentage,81.2
Israel,Foreign-born,Men,Employment rate,2018,Percentage,80.8
Israel,Foreign-born,Men,Employment rate,2019,Percentage,80.9
Israel,Foreign-born,Men,Employment rate,2020,Percentage,79.6
Israel,Foreign-born,Men,Employment rate,2021,Percentage,79.1
Israel,Foreign-born,Men,Unemployment rate,2012,Percentage,5.4
Israel,Foreign-born,Men,Unemployment rate,2013,Percentage,5.5
Israel,Foreign-born,Men,Unemployment rate,2014,Percentage,5.2
Israel,Foreign-born,Men,Unemployment rate,2015,Percentage,4.4
Israel,Foreign-born,Men,Unemployment rate,2016,Percentage,4.2
Israel,Foreign-born,Men,Unemployment rate,2017,Percentage,3.8
Israel,Foreign-born,Men,Unemployment rate,2018,Percentage,3.8
Israel,Foreign-born,Men,Unemployment rate,2019,Percentage,3.5
Israel,Foreign-born,Men,Unemployment rate,2020,Percentage,5.1
Israel,Foreign-born,Men,Unemployment rate,2021,Percentage,5.4
Israel,Foreign-born,Men,Participation rate,2012,Percentage,82.4
Israel,Foreign-born,Men,Participation rate,2013,Percentage,83.1
Israel,Foreign-born,Men,Participation rate,2014,Percentage,83.9
Israel,Foreign-born,Men,Participation rate,2015,Percentage,83.7
Israel,Foreign-born,Men,Participation rate,2016,Percentage,83.9
Israel,Foreign-born,Men,Participation rate,2017,Percentage,84.4
Israel,Foreign-born,Men,Participation rate,2018,Percentage,84.0
Israel,Foreign-born,Men,Participation rate,2019,Percentage,83.8
Israel,Foreign-born,Men,Participation rate,2020,Percentage,83.8
Israel,Foreign-born,Men,Participation rate,2021,Percentage,83.6
Israel,Foreign-born,Women,Employment rate,2012,Percentage,72.0
Israel,Foreign-born,Women,Employment rate,2013,Percentage,73.4
Israel,Foreign-born,Women,Employment rate,2014,Percentage,75.6
Israel,Foreign-born,Women,Employment rate,2015,Percentage,76.2
Israel,Foreign-born,Women,Employment rate,2016,Percentage,77.1
Israel,Foreign-born,Women,Employment rate,2017,Percentage,76.9
Israel,Foreign-born,Women,Employment rate,2018,Percentage,77.0
Israel,Foreign-born,Women,Employment rate,2019,Percentage,77.6
Israel,Foreign-born,Women,Employment rate,2020,Percentage,77.2
Israel,Foreign-born,Women,Employment rate,2021,Percentage,76.9
Israel,Foreign-born,Women,Unemployment rate,2012,Percentage,5.1
Israel,Foreign-born,Women,Unemployment rate,2013,Percentage,3.9
Israel,Foreign-born,Women,Unemployment rate,2014,Percentage,4.1
Israel,Foreign-born,Women,Unemployment rate,2015,Percentage,4.1
Israel,Foreign-born,Women,Unemployment rate,2016,Percentage,3.8
Israel,Foreign-born,Women,Unemployment rate,2017,Percentage,3.6
Israel,Foreign-born,Women,Unemployment rate,2018,Percentage,3.2
Israel,Foreign-born,Women,Unemployment rate,2019,Percentage,3.3
Israel,Foreign-born,Women,Unemployment rate,2020,Percentage,3.5
Israel,Foreign-born,Women,Unemployment rate,2021,Percentage,3.8
Israel,Foreign-born,Women,Participation rate,2012,Percentage,75.9
Israel,Foreign-born,Women,Participation rate,2013,Percentage,76.4
Israel,Foreign-born,Women,Participation rate,2014,Percentage,78.8
Israel,Foreign-born,Women,Participation rate,2015,Percentage,79.5
Israel,Foreign-born,Women,Participation rate,2016,Percentage,80.1
Israel,Foreign-born,Women,Participation rate,2017,Percentage,79.7
Israel,Foreign-born,Women,Participation rate,2018,Percentage,79.6
Israel,Foreign-born,Women,Participation rate,2019,Percentage,80.3
Israel,Foreign-born,Women,Participation rate,2020,Percentage,80.1
Israel,Foreign-born,Women,Participation rate,2021,Percentage,80.0
Israel,Foreign-born,Total,Employment rate,2012,Percentage,74.8
Israel,Foreign-born,Total,Employment rate,2013,Percentage,75.8
Israel,Foreign-born,Total,Employment rate,2014,Percentage,77.4
Israel,Foreign-born,Total,Employment rate,2015,Percentage,78.0
Israel,Foreign-born,Total,Employment rate,2016,Percentage,78.6
Israel,Foreign-born,Total,Employment rate,2017,Percentage,78.9
Israel,Foreign-born,Total,Employment rate,2018,Percentage,78.8
Israel,Foreign-born,Total,Employment rate,2019,Percentage,79.1
Israel,Foreign-born,Total,Employment rate,2020,Percentage,78.3
Israel,Foreign-born,Total,Employment rate,2021,Percentage,77.9
Israel,Foreign-born,Total,Unemployment rate,2012,Percentage,5.2
Israel,Foreign-born,Total,Unemployment rate,2013,Percentage,4.7
Israel,Foreign-born,Total,Unemployment rate,2014,Percentage,4.6
Israel,Foreign-born,Total,Unemployment rate,2015,Percentage,4.3
Israel,Foreign-born,Total,Unemployment rate,2016,Percentage,4.0
Israel,Foreign-born,Total,Unemployment rate,2017,Percentage,3.7
Israel,Foreign-born,Total,Unemployment rate,2018,Percentage,3.5
Israel,Foreign-born,Total,Unemployment rate,2019,Percentage,3.4
Israel,Foreign-born,Total,Unemployment rate,2020,Percentage,4.2
Israel,Foreign-born,Total,Unemployment rate,2021,Percentage,4.6
Israel,Foreign-born,Total,Participation rate,2012,Percentage,78.9
Israel,Foreign-born,Total,Participation rate,2013,Percentage,79.6
Israel,Foreign-born,Total,Participation rate,2014,Percentage,81.2
Israel,Foreign-born,Total,Participation rate,2015,Percentage,81.4
Israel,Foreign-born,Total,Participation rate,2016,Percentage,81.9
Israel,Foreign-born,Total,Participation rate,2017,Percentage,81.9
Israel,Foreign-born,Total,Participation rate,2018,Percentage,81.6
Israel,Foreign-born,Total,Participation rate,2019,Percentage,81.9
Israel,Foreign-born,Total,Participation rate,2020,Percentage,81.7
Israel,Foreign-born,Total,Participation rate,2021,Percentage,81.6
Slovenia,Foreign-born,Men,Employment rate,2000,Percentage,66.7
Slovenia,Foreign-born,Men,Employment rate,2001,Percentage,72.6
Slovenia,Foreign-born,Men,Employment rate,2002,Percentage,69.8
Slovenia,Foreign-born,Men,Employment rate,2003,Percentage,66.6
Slovenia,Foreign-born,Men,Employment rate,2004,Percentage,69.0
Slovenia,Foreign-born,Men,Employment rate,2005,Percentage,72.7
Slovenia,Foreign-born,Men,Employment rate,2006,Percentage,71.2
Slovenia,Foreign-born,Men,Employment rate,2007,Percentage,74.2
Slovenia,Foreign-born,Men,Employment rate,2008,Percentage,74.0
Slovenia,Foreign-born,Men,Employment rate,2009,Percentage,70.9
Slovenia,Foreign-born,Men,Employment rate,2010,Percentage,70.3
Slovenia,Foreign-born,Men,Employment rate,2011,Percentage,68.4
Slovenia,Foreign-born,Men,Employment rate,2012,Percentage,71.4
Slovenia,Foreign-born,Men,Employment rate,2013,Percentage,71.3
Slovenia,Foreign-born,Men,Employment rate,2014,Percentage,66.8
Slovenia,Foreign-born,Men,Employment rate,2015,Percentage,69.0
Slovenia,Foreign-born,Men,Employment rate,2016,Percentage,69.4
Slovenia,Foreign-born,Men,Employment rate,2017,Percentage,72.9
Slovenia,Foreign-born,Men,Employment rate,2018,Percentage,75.6
Slovenia,Foreign-born,Men,Employment rate,2019,Percentage,77.4
Slovenia,Foreign-born,Men,Employment rate,2020,Percentage,77.9
Slovenia,Foreign-born,Men,Employment rate,2021,Percentage,75.5
Slovenia,Foreign-born,Men,Unemployment rate,2000,Percentage,10.0
Slovenia,Foreign-born,Men,Unemployment rate,2001,Percentage,7.0
Slovenia,Foreign-born,Men,Unemployment rate,2002,Percentage,6.5
Slovenia,Foreign-born,Men,Unemployment rate,2003,Percentage,7.9
Slovenia,Foreign-born,Men,Unemployment rate,2004,Percentage,6.0
Slovenia,Foreign-born,Men,Unemployment rate,2005,Percentage,6.2
Slovenia,Foreign-born,Men,Unemployment rate,2006,Percentage,5.7
Slovenia,Foreign-born,Men,Unemployment rate,2007,Percentage,4.0
Slovenia,Foreign-born,Men,Unemployment rate,2008,Percentage,4.7
Slovenia,Foreign-born,Men,Unemployment rate,2009,Percentage,7.5
Slovenia,Foreign-born,Men,Unemployment rate,2010,Percentage,9.4
Slovenia,Foreign-born,Men,Unemployment rate,2011,Percentage,9.7
Slovenia,Foreign-born,Men,Unemployment rate,2012,Percentage,8.3
Slovenia,Foreign-born,Men,Unemployment rate,2013,Percentage,11.0
Slovenia,Foreign-born,Men,Unemployment rate,2014,Percentage,11.1
Slovenia,Foreign-born,Men,Unemployment rate,2015,Percentage,10.0
Slovenia,Foreign-born,Men,Unemployment rate,2016,Percentage,9.4
Slovenia,Foreign-born,Men,Unemployment rate,2017,Percentage,5.5
Slovenia,Foreign-born,Men,Unemployment rate,2018,Percentage,4.6
Slovenia,Foreign-born,Men,Unemployment rate,2019,Percentage,4.9
Slovenia,Foreign-born,Men,Unemployment rate,2020,Percentage,4.1
Slovenia,Foreign-born,Men,Unemployment rate,2021,Percentage,4.2
Slovenia,Foreign-born,Men,Participation rate,2000,Percentage,74.1
Slovenia,Foreign-born,Men,Participation rate,2001,Percentage,78.0
Slovenia,Foreign-born,Men,Participation rate,2002,Percentage,74.7
Slovenia,Foreign-born,Men,Participation rate,2003,Percentage,72.3
Slovenia,Foreign-born,Men,Participation rate,2004,Percentage,73.4
Slovenia,Foreign-born,Men,Participation rate,2005,Percentage,77.5
Slovenia,Foreign-born,Men,Participation rate,2006,Percentage,75.5
Slovenia,Foreign-born,Men,Participation rate,2007,Percentage,77.3
Slovenia,Foreign-born,Men,Participation rate,2008,Percentage,77.7
Slovenia,Foreign-born,Men,Participation rate,2009,Percentage,76.6
Slovenia,Foreign-born,Men,Participation rate,2010,Percentage,77.5
Slovenia,Foreign-born,Men,Participation rate,2011,Percentage,75.8
Slovenia,Foreign-born,Men,Participation rate,2012,Percentage,77.8
Slovenia,Foreign-born,Men,Participation rate,2013,Percentage,80.0
Slovenia,Foreign-born,Men,Participation rate,2014,Percentage,75.1
Slovenia,Foreign-born,Men,Participation rate,2015,Percentage,76.7
Slovenia,Foreign-born,Men,Participation rate,2016,Percentage,76.6
Slovenia,Foreign-born,Men,Participation rate,2017,Percentage,77.1
Slovenia,Foreign-born,Men,Participation rate,2018,Percentage,79.3
Slovenia,Foreign-born,Men,Participation rate,2019,Percentage,81.4
Slovenia,Foreign-born,Men,Participation rate,2020,Percentage,81.3
Slovenia,Foreign-born,Men,Participation rate,2021,Percentage,78.8
Slovenia,Foreign-born,Women,Employment rate,2000,Percentage,61.3
Slovenia,Foreign-born,Women,Employment rate,2001,Percentage,62.8
Slovenia,Foreign-born,Women,Employment rate,2002,Percentage,62.9
Slovenia,Foreign-born,Women,Employment rate,2003,Percentage,61.3
Slovenia,Foreign-born,Women,Employment rate,2004,Percentage,60.7
Slovenia,Foreign-born,Women,Employment rate,2005,Percentage,61.6
Slovenia,Foreign-born,Women,Employment rate,2006,Percentage,62.3
Slovenia,Foreign-born,Women,Employment rate,2007,Percentage,61.2
Slovenia,Foreign-born,Women,Employment rate,2008,Percentage,62.1
Slovenia,Foreign-born,Women,Employment rate,2009,Percentage,61.0
Slovenia,Foreign-born,Women,Employment rate,2010,Percentage,59.8
Slovenia,Foreign-born,Women,Employment rate,2011,Percentage,54.3
Slovenia,Foreign-born,Women,Employment rate,2012,Percentage,55.2
Slovenia,Foreign-born,Women,Employment rate,2013,Percentage,48.9
Slovenia,Foreign-born,Women,Employment rate,2014,Percentage,49.1
Slovenia,Foreign-born,Women,Employment rate,2015,Percentage,53.0
Slovenia,Foreign-born,Women,Employment rate,2016,Percentage,55.2
Slovenia,Foreign-born,Women,Employment rate,2017,Percentage,59.7
Slovenia,Foreign-born,Women,Employment rate,2018,Percentage,58.0
Slovenia,Foreign-born,Women,Employment rate,2019,Percentage,57.1
Slovenia,Foreign-born,Women,Employment rate,2020,Percentage,57.3
Slovenia,Foreign-born,Women,Employment rate,2021,Percentage,59.1
Slovenia,Foreign-born,Women,Unemployment rate,2000,Percentage,7.9
Slovenia,Foreign-born,Women,Unemployment rate,2001,Percentage,9.6
Slovenia,Foreign-born,Women,Unemployment rate,2002,Percentage,9.0
Slovenia,Foreign-born,Women,Unemployment rate,2003,Percentage,8.3
Slovenia,Foreign-born,Women,Unemployment rate,2004,Percentage,9.5
Slovenia,Foreign-born,Women,Unemployment rate,2005,Percentage,7.8
Slovenia,Foreign-born,Women,Unemployment rate,2006,Percentage,8.9
Slovenia,Foreign-born,Women,Unemployment rate,2007,Percentage,7.8
Slovenia,Foreign-born,Women,Unemployment rate,2008,Percentage,6.0
Slovenia,Foreign-born,Women,Unemployment rate,2009,Percentage,7.2
Slovenia,Foreign-born,Women,Unemployment rate,2010,Percentage,9.8
Slovenia,Foreign-born,Women,Unemployment rate,2011,Percentage,14.0
Slovenia,Foreign-born,Women,Unemployment rate,2012,Percentage,14.5
Slovenia,Foreign-born,Women,Unemployment rate,2013,Percentage,21.4
Slovenia,Foreign-born,Women,Unemployment rate,2014,Percentage,15.7
Slovenia,Foreign-born,Women,Unemployment rate,2015,Percentage,14.6
Slovenia,Foreign-born,Women,Unemployment rate,2016,Percentage,13.3
Slovenia,Foreign-born,Women,Unemployment rate,2017,Percentage,11.8
Slovenia,Foreign-born,Women,Unemployment rate,2018,Percentage,8.9
Slovenia,Foreign-born,Women,Unemployment rate,2019,Percentage,7.5
Slovenia,Foreign-born,Women,Unemployment rate,2020,Percentage,11.4
Slovenia,Foreign-born,Women,Unemployment rate,2021,Percentage,10.0
Slovenia,Foreign-born,Women,Participation rate,2000,Percentage,66.6
Slovenia,Foreign-born,Women,Participation rate,2001,Percentage,69.5
Slovenia,Foreign-born,Women,Participation rate,2002,Percentage,69.2
Slovenia,Foreign-born,Women,Participation rate,2003,Percentage,66.8
Slovenia,Foreign-born,Women,Participation rate,2004,Percentage,67.1
Slovenia,Foreign-born,Women,Participation rate,2005,Percentage,66.8
Slovenia,Foreign-born,Women,Participation rate,2006,Percentage,68.4
Slovenia,Foreign-born,Women,Participation rate,2007,Percentage,66.3
Slovenia,Foreign-born,Women,Participation rate,2008,Percentage,66.1
Slovenia,Foreign-born,Women,Participation rate,2009,Percentage,65.7
Slovenia,Foreign-born,Women,Participation rate,2010,Percentage,66.3
Slovenia,Foreign-born,Women,Participation rate,2011,Percentage,63.1
Slovenia,Foreign-born,Women,Participation rate,2012,Percentage,64.6
Slovenia,Foreign-born,Women,Participation rate,2013,Percentage,62.3
Slovenia,Foreign-born,Women,Participation rate,2014,Percentage,58.2
Slovenia,Foreign-born,Women,Participation rate,2015,Percentage,62.0
Slovenia,Foreign-born,Women,Participation rate,2016,Percentage,63.6
Slovenia,Foreign-born,Women,Participation rate,2017,Percentage,67.7
Slovenia,Foreign-born,Women,Participation rate,2018,Percentage,63.7
Slovenia,Foreign-born,Women,Participation rate,2019,Percentage,61.8
Slovenia,Foreign-born,Women,Participation rate,2020,Percentage,64.7
Slovenia,Foreign-born,Women,Participation rate,2021,Percentage,65.6
Slovenia,Foreign-born,Total,Employment rate,2000,Percentage,64.0
Slovenia,Foreign-born,Total,Employment rate,2001,Percentage,67.9
Slovenia,Foreign-born,Total,Employment rate,2002,Percentage,66.3
Slovenia,Foreign-born,Total,Employment rate,2003,Percentage,64.0
Slovenia,Foreign-born,Total,Employment rate,2004,Percentage,64.8
Slovenia,Foreign-born,Total,Employment rate,2005,Percentage,67.2
Slovenia,Foreign-born,Total,Employment rate,2006,Percentage,66.8
Slovenia,Foreign-born,Total,Employment rate,2007,Percentage,67.9
Slovenia,Foreign-born,Total,Employment rate,2008,Percentage,68.4
Slovenia,Foreign-born,Total,Employment rate,2009,Percentage,66.1
Slovenia,Foreign-born,Total,Employment rate,2010,Percentage,65.3
Slovenia,Foreign-born,Total,Employment rate,2011,Percentage,61.9
Slovenia,Foreign-born,Total,Employment rate,2012,Percentage,63.9
Slovenia,Foreign-born,Total,Employment rate,2013,Percentage,60.5
Slovenia,Foreign-born,Total,Employment rate,2014,Percentage,58.2
Slovenia,Foreign-born,Total,Employment rate,2015,Percentage,61.3
Slovenia,Foreign-born,Total,Employment rate,2016,Percentage,62.4
Slovenia,Foreign-born,Total,Employment rate,2017,Percentage,66.3
Slovenia,Foreign-born,Total,Employment rate,2018,Percentage,67.0
Slovenia,Foreign-born,Total,Employment rate,2019,Percentage,68.0
Slovenia,Foreign-born,Total,Employment rate,2020,Percentage,68.6
Slovenia,Foreign-born,Total,Employment rate,2021,Percentage,67.6
Slovenia,Foreign-born,Total,Unemployment rate,2000,Percentage,9.0
Slovenia,Foreign-born,Total,Unemployment rate,2001,Percentage,8.2
Slovenia,Foreign-born,Total,Unemployment rate,2002,Percentage,7.8
Slovenia,Foreign-born,Total,Unemployment rate,2003,Percentage,8.1
Slovenia,Foreign-born,Total,Unemployment rate,2004,Percentage,7.7
Slovenia,Foreign-born,Total,Unemployment rate,2005,Percentage,6.9
Slovenia,Foreign-born,Total,Unemployment rate,2006,Percentage,7.2
Slovenia,Foreign-born,Total,Unemployment rate,2007,Percentage,5.7
Slovenia,Foreign-born,Total,Unemployment rate,2008,Percentage,5.3
Slovenia,Foreign-born,Total,Unemployment rate,2009,Percentage,7.4
Slovenia,Foreign-born,Total,Unemployment rate,2010,Percentage,9.6
Slovenia,Foreign-born,Total,Unemployment rate,2011,Percentage,11.5
Slovenia,Foreign-born,Total,Unemployment rate,2012,Percentage,10.9
Slovenia,Foreign-born,Total,Unemployment rate,2013,Percentage,15.3
Slovenia,Foreign-born,Total,Unemployment rate,2014,Percentage,13.0
Slovenia,Foreign-born,Total,Unemployment rate,2015,Percentage,11.9
Slovenia,Foreign-born,Total,Unemployment rate,2016,Percentage,11.1
Slovenia,Foreign-born,Total,Unemployment rate,2017,Percentage,8.4
Slovenia,Foreign-born,Total,Unemployment rate,2018,Percentage,6.5
Slovenia,Foreign-born,Total,Unemployment rate,2019,Percentage,5.9
Slovenia,Foreign-born,Total,Unemployment rate,2020,Percentage,6.9
Slovenia,Foreign-born,Total,Unemployment rate,2021,Percentage,6.7
Slovenia,Foreign-born,Total,Participation rate,2000,Percentage,70.4
Slovenia,Foreign-born,Total,Participation rate,2001,Percentage,73.9
Slovenia,Foreign-born,Total,Participation rate,2002,Percentage,71.9
Slovenia,Foreign-born,Total,Participation rate,2003,Percentage,69.6
Slovenia,Foreign-born,Total,Participation rate,2004,Percentage,70.2
Slovenia,Foreign-born,Total,Participation rate,2005,Percentage,72.2
Slovenia,Foreign-born,Total,Participation rate,2006,Percentage,72.0
Slovenia,Foreign-born,Total,Participation rate,2007,Percentage,72.0
Slovenia,Foreign-born,Total,Participation rate,2008,Percentage,72.2
Slovenia,Foreign-born,Total,Participation rate,2009,Percentage,71.3
Slovenia,Foreign-born,Total,Participation rate,2010,Percentage,72.2
Slovenia,Foreign-born,Total,Participation rate,2011,Percentage,69.9
Slovenia,Foreign-born,Total,Participation rate,2012,Percentage,71.7
Slovenia,Foreign-born,Total,Participation rate,2013,Percentage,71.5
Slovenia,Foreign-born,Total,Participation rate,2014,Percentage,66.9
Slovenia,Foreign-born,Total,Participation rate,2015,Percentage,69.6
Slovenia,Foreign-born,Total,Participation rate,2016,Percentage,70.3
Slovenia,Foreign-born,Total,Participation rate,2017,Percentage,72.4
Slovenia,Foreign-born,Total,Participation rate,2018,Percentage,71.7
Slovenia,Foreign-born,Total,Participation rate,2019,Percentage,72.3
Slovenia,Foreign-born,Total,Participation rate,2020,Percentage,73.8
Slovenia,Foreign-born,Total,Participation rate,2021,Percentage,72.5
OECD - Total,Foreign-born,Men,Employment rate,2001,Percentage,74.0
OECD - Total,Foreign-born,Men,Employment rate,2002,Percentage,73.0
OECD - Total,Foreign-born,Men,Employment rate,2003,Percentage,72.0
OECD - Total,Foreign-born,Men,Employment rate,2004,Percentage,70.0
OECD - Total,Foreign-born,Men,Employment rate,2005,Percentage,71.0
OECD - Total,Foreign-born,Men,Employment rate,2006,Percentage,72.0
OECD - Total,Foreign-born,Men,Employment rate,2007,Percentage,74.0
OECD - Total,Foreign-born,Men,Employment rate,2008,Percentage,75.0
OECD - Total,Foreign-born,Men,Employment rate,2009,Percentage,71.0
OECD - Total,Foreign-born,Men,Employment rate,2010,Percentage,71.0
OECD - Total,Foreign-born,Men,Employment rate,2011,Percentage,72.0
OECD - Total,Foreign-born,Men,Employment rate,2012,Percentage,71.0
OECD - Total,Foreign-born,Men,Employment rate,2013,Percentage,71.0
OECD - Total,Foreign-born,Men,Unemployment rate,2001,Percentage,9.0
OECD - Total,Foreign-born,Men,Unemployment rate,2002,Percentage,10.0
OECD - Total,Foreign-born,Men,Unemployment rate,2003,Percentage,11.0
OECD - Total,Foreign-born,Men,Unemployment rate,2004,Percentage,11.0
OECD - Total,Foreign-born,Men,Unemployment rate,2005,Percentage,10.0
OECD - Total,Foreign-born,Men,Unemployment rate,2006,Percentage,9.0
OECD - Total,Foreign-born,Men,Unemployment rate,2007,Percentage,8.0
OECD - Total,Foreign-born,Men,Unemployment rate,2008,Percentage,8.0
OECD - Total,Foreign-born,Men,Unemployment rate,2009,Percentage,12.0
